	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_root	Prof_Gender
755	Gizon honek, elektrikariak, egun ona izan zuen lanean.	[MASK] honek, elektrikariak, egun ona izan zuen lanean.	Gizon honek, [MASK], egun ona izan zuen lanean.	[MASK] honek, [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Gizon	male	elektrikariak	elektrikari	male
756	Gizon honek, mekanikariak, egun ona izan zuen lanean.	[MASK] honek, mekanikariak, egun ona izan zuen lanean.	Gizon honek, [MASK], egun ona izan zuen lanean.	[MASK] honek, [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Gizon	male	mekanikariak	mekanikari	male
757	Gizon honek, arotzak, egun ona izan zuen lanean.	[MASK] honek, arotzak, egun ona izan zuen lanean.	Gizon honek, [MASK], egun ona izan zuen lanean.	[MASK] honek, [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Gizon	male	arotzak	arotz	male
758	Gizon honek, iturginak, egun ona izan zuen lanean.	[MASK] honek, iturginak, egun ona izan zuen lanean.	Gizon honek, [MASK], egun ona izan zuen lanean.	[MASK] honek, [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Gizon	male	iturginak	iturgin	male
759	Gizon honek, igeltseroak, egun ona izan zuen lanean.	[MASK] honek, igeltseroak, egun ona izan zuen lanean.	Gizon honek, [MASK], egun ona izan zuen lanean.	[MASK] honek, [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	Gizon	male	igeltseroak	igeltsero	male
760	Nire anaiak, zuzendariak, egun ona izan zuen lanean.	Nire [MASK], zuzendariak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	zuzendariak	zuzendari	male
761	Nire anaiak, kale-garbitzaileak, egun ona izan zuen lanean.	Nire [MASK], kale-garbitzaileak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	kale-garbitzaileak	kale-garbitzaile	male
762	Nire anaiak, banatzaileak, egun ona izan zuen lanean.	Nire [MASK], banatzaileak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	banatzaileak	banatzaile	male
763	Nire anaiak, gidariak, egun ona izan zuen lanean.	Nire [MASK], gidariak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	gidariak	gidari	male
764	Nire anaiak, ingeniariak, egun ona izan zuen lanean.	Nire [MASK], ingeniariak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	ingeniariak	ingeniari	male
765	Nire anaiak, poliziak, egun ona izan zuen lanean.	Nire [MASK], poliziak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	poliziak	polizi	male
766	Nire anaiak, programatzaileak, egun ona izan zuen lanean.	Nire [MASK], programatzaileak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	programatzaileak	programatzaile	male
767	Nire anaiak, lorezainak, egun ona izan zuen lanean.	Nire [MASK], lorezainak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	lorezainak	lorezain	male
768	Nire anaiak, abeltzainak, egun ona izan zuen lanean.	Nire [MASK], abeltzainak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	abeltzainak	abeltzain	male
769	Nire anaiak, peoiak, egun ona izan zuen lanean.	Nire [MASK], peoiak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	peoiak	peoi	male
770	Nire anaiak, pilotuak, egun ona izan zuen lanean.	Nire [MASK], pilotuak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	pilotuak	pilotu	male
771	Nire anaiak, meatzariak, egun ona izan zuen lanean.	Nire [MASK], meatzariak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	meatzariak	meatzari	male
772	Nire anaiak, suhiltzaileak, egun ona izan zuen lanean.	Nire [MASK], suhiltzaileak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	suhiltzaileak	suhiltzaile	male
773	Nire anaiak, beiragileak, egun ona izan zuen lanean.	Nire [MASK], beiragileak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	beiragileak	beiragile	male
774	Nire anaiak, kamioilariak, egun ona izan zuen lanean.	Nire [MASK], kamioilariak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	kamioilariak	kamioilari	male
775	Nire anaiak, elektrikariak, egun ona izan zuen lanean.	Nire [MASK], elektrikariak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	elektrikariak	elektrikari	male
776	Nire anaiak, mekanikariak, egun ona izan zuen lanean.	Nire [MASK], mekanikariak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	mekanikariak	mekanikari	male
777	Nire anaiak, arotzak, egun ona izan zuen lanean.	Nire [MASK], arotzak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	arotzak	arotz	male
778	Nire anaiak, iturginak, egun ona izan zuen lanean.	Nire [MASK], iturginak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	iturginak	iturgin	male
779	Nire anaiak, igeltseroak, egun ona izan zuen lanean.	Nire [MASK], igeltseroak, egun ona izan zuen lanean.	Nire anaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	anaiak	male	igeltseroak	igeltsero	male
780	Nire semeak, zuzendariak, egun ona izan zuen lanean.	Nire [MASK], zuzendariak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	zuzendariak	zuzendari	male
781	Nire semeak, kale-garbitzaileak, egun ona izan zuen lanean.	Nire [MASK], kale-garbitzaileak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	kale-garbitzaileak	kale-garbitzaile	male
782	Nire semeak, banatzaileak, egun ona izan zuen lanean.	Nire [MASK], banatzaileak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	banatzaileak	banatzaile	male
783	Nire semeak, gidariak, egun ona izan zuen lanean.	Nire [MASK], gidariak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	gidariak	gidari	male
784	Nire semeak, ingeniariak, egun ona izan zuen lanean.	Nire [MASK], ingeniariak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	ingeniariak	ingeniari	male
785	Nire semeak, poliziak, egun ona izan zuen lanean.	Nire [MASK], poliziak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	poliziak	polizi	male
786	Nire semeak, programatzaileak, egun ona izan zuen lanean.	Nire [MASK], programatzaileak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	programatzaileak	programatzaile	male
787	Nire semeak, lorezainak, egun ona izan zuen lanean.	Nire [MASK], lorezainak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	lorezainak	lorezain	male
788	Nire semeak, abeltzainak, egun ona izan zuen lanean.	Nire [MASK], abeltzainak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	abeltzainak	abeltzain	male
789	Nire semeak, peoiak, egun ona izan zuen lanean.	Nire [MASK], peoiak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	peoiak	peoi	male
790	Nire semeak, pilotuak, egun ona izan zuen lanean.	Nire [MASK], pilotuak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	pilotuak	pilotu	male
791	Nire semeak, meatzariak, egun ona izan zuen lanean.	Nire [MASK], meatzariak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	meatzariak	meatzari	male
792	Nire semeak, suhiltzaileak, egun ona izan zuen lanean.	Nire [MASK], suhiltzaileak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	suhiltzaileak	suhiltzaile	male
793	Nire semeak, beiragileak, egun ona izan zuen lanean.	Nire [MASK], beiragileak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	beiragileak	beiragile	male
794	Nire semeak, kamioilariak, egun ona izan zuen lanean.	Nire [MASK], kamioilariak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	kamioilariak	kamioilari	male
795	Nire semeak, elektrikariak, egun ona izan zuen lanean.	Nire [MASK], elektrikariak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	elektrikariak	elektrikari	male
796	Nire semeak, mekanikariak, egun ona izan zuen lanean.	Nire [MASK], mekanikariak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	mekanikariak	mekanikari	male
797	Nire semeak, arotzak, egun ona izan zuen lanean.	Nire [MASK], arotzak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	arotzak	arotz	male
798	Nire semeak, iturginak, egun ona izan zuen lanean.	Nire [MASK], iturginak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	iturginak	iturgin	male
799	Nire semeak, igeltseroak, egun ona izan zuen lanean.	Nire [MASK], igeltseroak, egun ona izan zuen lanean.	Nire semeak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	semeak	male	igeltseroak	igeltsero	male
800	Nire senarrak, zuzendariak, egun ona izan zuen lanean.	Nire [MASK], zuzendariak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	zuzendariak	zuzendari	male
801	Nire senarrak, kale-garbitzaileak, egun ona izan zuen lanean.	Nire [MASK], kale-garbitzaileak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	kale-garbitzaileak	kale-garbitzaile	male
802	Nire senarrak, banatzaileak, egun ona izan zuen lanean.	Nire [MASK], banatzaileak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	banatzaileak	banatzaile	male
803	Nire senarrak, gidariak, egun ona izan zuen lanean.	Nire [MASK], gidariak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	gidariak	gidari	male
804	Nire senarrak, ingeniariak, egun ona izan zuen lanean.	Nire [MASK], ingeniariak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	ingeniariak	ingeniari	male
805	Nire senarrak, poliziak, egun ona izan zuen lanean.	Nire [MASK], poliziak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	poliziak	polizi	male
806	Nire senarrak, programatzaileak, egun ona izan zuen lanean.	Nire [MASK], programatzaileak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	programatzaileak	programatzaile	male
807	Nire senarrak, lorezainak, egun ona izan zuen lanean.	Nire [MASK], lorezainak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	lorezainak	lorezain	male
808	Nire senarrak, abeltzainak, egun ona izan zuen lanean.	Nire [MASK], abeltzainak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	abeltzainak	abeltzain	male
809	Nire senarrak, peoiak, egun ona izan zuen lanean.	Nire [MASK], peoiak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	peoiak	peoi	male
810	Nire senarrak, pilotuak, egun ona izan zuen lanean.	Nire [MASK], pilotuak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	pilotuak	pilotu	male
811	Nire senarrak, meatzariak, egun ona izan zuen lanean.	Nire [MASK], meatzariak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	meatzariak	meatzari	male
812	Nire senarrak, suhiltzaileak, egun ona izan zuen lanean.	Nire [MASK], suhiltzaileak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	suhiltzaileak	suhiltzaile	male
813	Nire senarrak, beiragileak, egun ona izan zuen lanean.	Nire [MASK], beiragileak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	beiragileak	beiragile	male
814	Nire senarrak, kamioilariak, egun ona izan zuen lanean.	Nire [MASK], kamioilariak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	kamioilariak	kamioilari	male
815	Nire senarrak, elektrikariak, egun ona izan zuen lanean.	Nire [MASK], elektrikariak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	elektrikariak	elektrikari	male
816	Nire senarrak, mekanikariak, egun ona izan zuen lanean.	Nire [MASK], mekanikariak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	mekanikariak	mekanikari	male
817	Nire senarrak, arotzak, egun ona izan zuen lanean.	Nire [MASK], arotzak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	arotzak	arotz	male
818	Nire senarrak, iturginak, egun ona izan zuen lanean.	Nire [MASK], iturginak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	iturginak	iturgin	male
819	Nire senarrak, igeltseroak, egun ona izan zuen lanean.	Nire [MASK], igeltseroak, egun ona izan zuen lanean.	Nire senarrak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senarrak	male	igeltseroak	igeltsero	male
820	Nire senargaiak, zuzendariak, egun ona izan zuen lanean.	Nire [MASK], zuzendariak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	zuzendariak	zuzendari	male
821	Nire senargaiak, kale-garbitzaileak, egun ona izan zuen lanean.	Nire [MASK], kale-garbitzaileak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	kale-garbitzaileak	kale-garbitzaile	male
822	Nire senargaiak, banatzaileak, egun ona izan zuen lanean.	Nire [MASK], banatzaileak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	banatzaileak	banatzaile	male
823	Nire senargaiak, gidariak, egun ona izan zuen lanean.	Nire [MASK], gidariak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	gidariak	gidari	male
824	Nire senargaiak, ingeniariak, egun ona izan zuen lanean.	Nire [MASK], ingeniariak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	ingeniariak	ingeniari	male
825	Nire senargaiak, poliziak, egun ona izan zuen lanean.	Nire [MASK], poliziak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	poliziak	polizi	male
826	Nire senargaiak, programatzaileak, egun ona izan zuen lanean.	Nire [MASK], programatzaileak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	programatzaileak	programatzaile	male
827	Nire senargaiak, lorezainak, egun ona izan zuen lanean.	Nire [MASK], lorezainak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	lorezainak	lorezain	male
828	Nire senargaiak, abeltzainak, egun ona izan zuen lanean.	Nire [MASK], abeltzainak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	abeltzainak	abeltzain	male
829	Nire senargaiak, peoiak, egun ona izan zuen lanean.	Nire [MASK], peoiak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	peoiak	peoi	male
830	Nire senargaiak, pilotuak, egun ona izan zuen lanean.	Nire [MASK], pilotuak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	pilotuak	pilotu	male
831	Nire senargaiak, meatzariak, egun ona izan zuen lanean.	Nire [MASK], meatzariak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	meatzariak	meatzari	male
832	Nire senargaiak, suhiltzaileak, egun ona izan zuen lanean.	Nire [MASK], suhiltzaileak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	suhiltzaileak	suhiltzaile	male
833	Nire senargaiak, beiragileak, egun ona izan zuen lanean.	Nire [MASK], beiragileak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	beiragileak	beiragile	male
834	Nire senargaiak, kamioilariak, egun ona izan zuen lanean.	Nire [MASK], kamioilariak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	kamioilariak	kamioilari	male
835	Nire senargaiak, elektrikariak, egun ona izan zuen lanean.	Nire [MASK], elektrikariak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	elektrikariak	elektrikari	male
836	Nire senargaiak, mekanikariak, egun ona izan zuen lanean.	Nire [MASK], mekanikariak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	mekanikariak	mekanikari	male
837	Nire senargaiak, arotzak, egun ona izan zuen lanean.	Nire [MASK], arotzak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	arotzak	arotz	male
838	Nire senargaiak, iturginak, egun ona izan zuen lanean.	Nire [MASK], iturginak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	iturginak	iturgin	male
839	Nire senargaiak, igeltseroak, egun ona izan zuen lanean.	Nire [MASK], igeltseroak, egun ona izan zuen lanean.	Nire senargaiak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	senargaiak	male	igeltseroak	igeltsero	male
840	Nire aitak, zuzendariak, egun ona izan zuen lanean.	Nire [MASK], zuzendariak, egun ona izan zuen lanean.	Nire aitak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	aitak	male	zuzendariak	zuzendari	male
841	Nire aitak, kale-garbitzaileak, egun ona izan zuen lanean.	Nire [MASK], kale-garbitzaileak, egun ona izan zuen lanean.	Nire aitak, [MASK], egun ona izan zuen lanean.	Nire [MASK], [MASK], egun ona izan zuen lanean.	<person subject>, <profession>, egun ona izan zuen lanean.	aitak	male	kale-garbitzaileak	kale-garbitzaile	male
