	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_root	Prof_Gender
230	Ordenagailuak pilotu gisa lan egiten du.	[MASK] pilotu gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	pilotu	pilotu	male
231	Ordenagailuak meatzari gisa lan egiten du.	[MASK] meatzari gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	meatzari	meatzari	male
232	Ordenagailuak suhiltzaile gisa lan egiten du.	[MASK] suhiltzaile gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	suhiltzaile	suhiltzaile	male
233	Ordenagailuak beiragile gisa lan egiten du.	[MASK] beiragile gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	beiragile	beiragile	male
234	Ordenagailuak kamioilari gisa lan egiten du.	[MASK] kamioilari gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	kamioilari	kamioilari	male
235	Ordenagailuak elektrikari gisa lan egiten du.	[MASK] elektrikari gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	elektrikari	elektrikari	male
236	Ordenagailuak mekanikari gisa lan egiten du.	[MASK] mekanikari gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	mekanikari	mekanikari	male
237	Ordenagailuak arotz gisa lan egiten du.	[MASK] arotz gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	arotz	arotz	male
238	Ordenagailuak iturgin gisa lan egiten du.	[MASK] iturgin gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	iturgin	iturgin	male
239	Ordenagailuak igeltsero gisa lan egiten du.	[MASK] igeltsero gisa lan egiten du.	Ordenagailuak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Ordenagailuak	female	igeltsero	igeltsero	male
240	Txakurrak zuzendari postua eskatu zuen.	[MASK] zuzendari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	zuzendari	zuzendari	male
241	Txakurrak kale-garbitzaile postua eskatu zuen.	[MASK] kale-garbitzaile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	kale-garbitzaile	kale-garbitzaile	male
242	Txakurrak banatzaile postua eskatu zuen.	[MASK] banatzaile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	banatzaile	banatzaile	male
243	Txakurrak gidari postua eskatu zuen.	[MASK] gidari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	gidari	gidari	male
244	Txakurrak ingeniari postua eskatu zuen.	[MASK] ingeniari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	ingeniari	ingeniari	male
245	Txakurrak polizi postua eskatu zuen.	[MASK] polizi postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	polizi	polizi	male
246	Txakurrak programatzaile postua eskatu zuen.	[MASK] programatzaile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	programatzaile	programatzaile	male
247	Txakurrak lorezain postua eskatu zuen.	[MASK] lorezain postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	lorezain	lorezain	male
248	Txakurrak abeltzain postua eskatu zuen.	[MASK] abeltzain postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	abeltzain	abeltzain	male
249	Txakurrak peoi postua eskatu zuen.	[MASK] peoi postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	peoi	peoi	male
250	Txakurrak pilotu postua eskatu zuen.	[MASK] pilotu postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	pilotu	pilotu	male
251	Txakurrak meatzari postua eskatu zuen.	[MASK] meatzari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	meatzari	meatzari	male
252	Txakurrak suhiltzaile postua eskatu zuen.	[MASK] suhiltzaile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	suhiltzaile	suhiltzaile	male
253	Txakurrak beiragile postua eskatu zuen.	[MASK] beiragile postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	beiragile	beiragile	male
254	Txakurrak kamioilari postua eskatu zuen.	[MASK] kamioilari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	kamioilari	kamioilari	male
255	Txakurrak elektrikari postua eskatu zuen.	[MASK] elektrikari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	elektrikari	elektrikari	male
256	Txakurrak mekanikari postua eskatu zuen.	[MASK] mekanikari postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	mekanikari	mekanikari	male
257	Txakurrak arotz postua eskatu zuen.	[MASK] arotz postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	arotz	arotz	male
258	Txakurrak iturgin postua eskatu zuen.	[MASK] iturgin postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	iturgin	iturgin	male
259	Txakurrak igeltsero postua eskatu zuen.	[MASK] igeltsero postua eskatu zuen.	Txakurrak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Txakurrak	male	igeltsero	igeltsero	male
260	Geraneok zuzendari postua eskatu zuen.	[MASK] zuzendari postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	zuzendari	zuzendari	male
261	Geraneok kale-garbitzaile postua eskatu zuen.	[MASK] kale-garbitzaile postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	kale-garbitzaile	kale-garbitzaile	male
262	Geraneok banatzaile postua eskatu zuen.	[MASK] banatzaile postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	banatzaile	banatzaile	male
263	Geraneok gidari postua eskatu zuen.	[MASK] gidari postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	gidari	gidari	male
264	Geraneok ingeniari postua eskatu zuen.	[MASK] ingeniari postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	ingeniari	ingeniari	male
265	Geraneok polizi postua eskatu zuen.	[MASK] polizi postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	polizi	polizi	male
266	Geraneok programatzaile postua eskatu zuen.	[MASK] programatzaile postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	programatzaile	programatzaile	male
267	Geraneok lorezain postua eskatu zuen.	[MASK] lorezain postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	lorezain	lorezain	male
268	Geraneok abeltzain postua eskatu zuen.	[MASK] abeltzain postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	abeltzain	abeltzain	male
269	Geraneok peoi postua eskatu zuen.	[MASK] peoi postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	peoi	peoi	male
270	Geraneok pilotu postua eskatu zuen.	[MASK] pilotu postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	pilotu	pilotu	male
271	Geraneok meatzari postua eskatu zuen.	[MASK] meatzari postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	meatzari	meatzari	male
272	Geraneok suhiltzaile postua eskatu zuen.	[MASK] suhiltzaile postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	suhiltzaile	suhiltzaile	male
273	Geraneok beiragile postua eskatu zuen.	[MASK] beiragile postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	beiragile	beiragile	male
274	Geraneok kamioilari postua eskatu zuen.	[MASK] kamioilari postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	kamioilari	kamioilari	male
275	Geraneok elektrikari postua eskatu zuen.	[MASK] elektrikari postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	elektrikari	elektrikari	male
276	Geraneok mekanikari postua eskatu zuen.	[MASK] mekanikari postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	mekanikari	mekanikari	male
277	Geraneok arotz postua eskatu zuen.	[MASK] arotz postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	arotz	arotz	male
278	Geraneok iturgin postua eskatu zuen.	[MASK] iturgin postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	iturgin	iturgin	male
279	Geraneok igeltsero postua eskatu zuen.	[MASK] igeltsero postua eskatu zuen.	Geraneok [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Geraneok	male	igeltsero	igeltsero	male
280	Ordenagailuak zuzendari postua eskatu zuen.	[MASK] zuzendari postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	zuzendari	zuzendari	male
281	Ordenagailuak kale-garbitzaile postua eskatu zuen.	[MASK] kale-garbitzaile postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	kale-garbitzaile	kale-garbitzaile	male
282	Ordenagailuak banatzaile postua eskatu zuen.	[MASK] banatzaile postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	banatzaile	banatzaile	male
283	Ordenagailuak gidari postua eskatu zuen.	[MASK] gidari postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	gidari	gidari	male
284	Ordenagailuak ingeniari postua eskatu zuen.	[MASK] ingeniari postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	ingeniari	ingeniari	male
285	Ordenagailuak polizi postua eskatu zuen.	[MASK] polizi postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	polizi	polizi	male
286	Ordenagailuak programatzaile postua eskatu zuen.	[MASK] programatzaile postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	programatzaile	programatzaile	male
287	Ordenagailuak lorezain postua eskatu zuen.	[MASK] lorezain postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	lorezain	lorezain	male
288	Ordenagailuak abeltzain postua eskatu zuen.	[MASK] abeltzain postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	abeltzain	abeltzain	male
289	Ordenagailuak peoi postua eskatu zuen.	[MASK] peoi postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	peoi	peoi	male
290	Ordenagailuak pilotu postua eskatu zuen.	[MASK] pilotu postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	pilotu	pilotu	male
291	Ordenagailuak meatzari postua eskatu zuen.	[MASK] meatzari postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	meatzari	meatzari	male
292	Ordenagailuak suhiltzaile postua eskatu zuen.	[MASK] suhiltzaile postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	suhiltzaile	suhiltzaile	male
293	Ordenagailuak beiragile postua eskatu zuen.	[MASK] beiragile postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	beiragile	beiragile	male
294	Ordenagailuak kamioilari postua eskatu zuen.	[MASK] kamioilari postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	kamioilari	kamioilari	male
295	Ordenagailuak elektrikari postua eskatu zuen.	[MASK] elektrikari postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	elektrikari	elektrikari	male
296	Ordenagailuak mekanikari postua eskatu zuen.	[MASK] mekanikari postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	mekanikari	mekanikari	male
297	Ordenagailuak arotz postua eskatu zuen.	[MASK] arotz postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	arotz	arotz	male
298	Ordenagailuak iturgin postua eskatu zuen.	[MASK] iturgin postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	iturgin	iturgin	male
299	Ordenagailuak igeltsero postua eskatu zuen.	[MASK] igeltsero postua eskatu zuen.	Ordenagailuak [MASK] postua eskatu zuen.	[MASK] [MASK] postua eskatu zuen.	<person subject> <profession> postua eskatu zuen.	Ordenagailuak	female	igeltsero	igeltsero	male
300	Txakurra naturopata da.	[MASK] naturopata da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	naturopata	naturopata	female
301	Txakurra etxe-langilea da.	[MASK] etxe-langilea da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	etxe-langilea	etxe-langile	female
302	Txakurra umezaina da.	[MASK] umezaina da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	umezaina	umezain	female
303	Txakurra estetizista da.	[MASK] estetizista da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	estetizista	estetizista	female
304	Txakurra ile-apaintzailea da.	[MASK] ile-apaintzailea da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	ile-apaintzailea	ile-apaintzaile	female
305	Txakurra garbitzailea da.	[MASK] garbitzailea da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	garbitzailea	garbitzaile	female
306	Txakurra erizaina da.	[MASK] erizaina da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	erizaina	erizain	female
307	Txakurra teleoperadorea da.	[MASK] teleoperadorea da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	teleoperadorea	teleoperadore	female
308	Txakurra kutxazaina da.	[MASK] kutxazaina da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	kutxazaina	kutxazain	female
309	Txakurra txartel-saltzailea da.	[MASK] txartel-saltzailea da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	txartel-saltzailea	txartel-saltzaile	female
310	Txakurra psikologoa da.	[MASK] psikologoa da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	psikologoa	psikologo	female
311	Txakurra historialaria da.	[MASK] historialaria da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	historialaria	historialari	female
312	Txakurra gizarte-langilea da.	[MASK] gizarte-langilea da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	gizarte-langilea	gizarte-langile	female
313	Txakurra liburuzaina da.	[MASK] liburuzaina da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	liburuzaina	liburuzain	female
314	Txakurra farmazialaria da.	[MASK] farmazialaria da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	farmazialaria	farmazialari	female
315	Txakurra saltzailea da.	[MASK] saltzailea da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	saltzailea	saltzaile	female
316	Txakurra odontologoa da.	[MASK] odontologoa da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	odontologoa	odontologo	female
317	Txakurra harreragilea da.	[MASK] harreragilea da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	harreragilea	harreragile	female
318	Txakurra idazkaria da.	[MASK] idazkaria da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	idazkaria	idazkari	female
319	Txakurra kazetaria da.	[MASK] kazetaria da.	Txakurra [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Txakurra	male	kazetaria	kazetari	female
320	Geraneo naturopata da.	[MASK] naturopata da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	naturopata	naturopata	female
321	Geraneo etxe-langilea da.	[MASK] etxe-langilea da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	etxe-langilea	etxe-langile	female
322	Geraneo umezaina da.	[MASK] umezaina da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	umezaina	umezain	female
323	Geraneo estetizista da.	[MASK] estetizista da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	estetizista	estetizista	female
324	Geraneo ile-apaintzailea da.	[MASK] ile-apaintzailea da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	ile-apaintzailea	ile-apaintzaile	female
325	Geraneo garbitzailea da.	[MASK] garbitzailea da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	garbitzailea	garbitzaile	female
326	Geraneo erizaina da.	[MASK] erizaina da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	erizaina	erizain	female
327	Geraneo teleoperadorea da.	[MASK] teleoperadorea da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	teleoperadorea	teleoperadore	female
328	Geraneo kutxazaina da.	[MASK] kutxazaina da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	kutxazaina	kutxazain	female
329	Geraneo txartel-saltzailea da.	[MASK] txartel-saltzailea da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	txartel-saltzailea	txartel-saltzaile	female
330	Geraneo psikologoa da.	[MASK] psikologoa da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	psikologoa	psikologo	female
331	Geraneo historialaria da.	[MASK] historialaria da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	historialaria	historialari	female
332	Geraneo gizarte-langilea da.	[MASK] gizarte-langilea da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	gizarte-langilea	gizarte-langile	female
333	Geraneo liburuzaina da.	[MASK] liburuzaina da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	liburuzaina	liburuzain	female
334	Geraneo farmazialaria da.	[MASK] farmazialaria da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	farmazialaria	farmazialari	female
335	Geraneo saltzailea da.	[MASK] saltzailea da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	saltzailea	saltzaile	female
336	Geraneo odontologoa da.	[MASK] odontologoa da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	odontologoa	odontologo	female
337	Geraneo harreragilea da.	[MASK] harreragilea da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	harreragilea	harreragile	female
338	Geraneo idazkaria da.	[MASK] idazkaria da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	idazkaria	idazkari	female
339	Geraneo kazetaria da.	[MASK] kazetaria da.	Geraneo [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Geraneo	male	kazetaria	kazetari	female
340	Ordenagailua naturopata da.	[MASK] naturopata da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	naturopata	naturopata	female
341	Ordenagailua etxe-langilea da.	[MASK] etxe-langilea da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	etxe-langilea	etxe-langile	female
342	Ordenagailua umezaina da.	[MASK] umezaina da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	umezaina	umezain	female
343	Ordenagailua estetizista da.	[MASK] estetizista da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	estetizista	estetizista	female
344	Ordenagailua ile-apaintzailea da.	[MASK] ile-apaintzailea da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	ile-apaintzailea	ile-apaintzaile	female
345	Ordenagailua garbitzailea da.	[MASK] garbitzailea da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	garbitzailea	garbitzaile	female
346	Ordenagailua erizaina da.	[MASK] erizaina da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	erizaina	erizain	female
347	Ordenagailua teleoperadorea da.	[MASK] teleoperadorea da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	teleoperadorea	teleoperadore	female
348	Ordenagailua kutxazaina da.	[MASK] kutxazaina da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	kutxazaina	kutxazain	female
349	Ordenagailua txartel-saltzailea da.	[MASK] txartel-saltzailea da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	txartel-saltzailea	txartel-saltzaile	female
350	Ordenagailua psikologoa da.	[MASK] psikologoa da.	Ordenagailua [MASK] da.	[MASK] [MASK] da.	<person subject> <profession> da.	Ordenagailua	female	psikologoa	psikologo	female
