	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Persemeak	Gender	Profession	Prof_root	Prof_Gender
1302	Iratik banatzaile gisa lan egiten du.	[MASK] banatzaile gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	banatzaile	banatzaile	male
1303	Iratik gidari gisa lan egiten du.	[MASK] gidari gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	gidari	gidari	male
1304	Iratik ingeniari gisa lan egiten du.	[MASK] ingeniari gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	ingeniari	ingeniari	male
1305	Iratik polizi gisa lan egiten du.	[MASK] polizi gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	polizi	polizi	male
1306	Iratik programatzaile gisa lan egiten du.	[MASK] programatzaile gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	programatzaile	programatzaile	male
1307	Iratik lorezain gisa lan egiten du.	[MASK] lorezain gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	lorezain	lorezain	male
1308	Iratik abeltzain gisa lan egiten du.	[MASK] abeltzain gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	abeltzain	abeltzain	male
1309	Iratik peoi gisa lan egiten du.	[MASK] peoi gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	peoi	peoi	male
1310	Iratik pilotu gisa lan egiten du.	[MASK] pilotu gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	pilotu	pilotu	male
1311	Iratik meatzari gisa lan egiten du.	[MASK] meatzari gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	meatzari	meatzari	male
1312	Iratik suhiltzaile gisa lan egiten du.	[MASK] suhiltzaile gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	suhiltzaile	suhiltzaile	male
1313	Iratik beiragile gisa lan egiten du.	[MASK] beiragile gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	beiragile	beiragile	male
1314	Iratik kamioilari gisa lan egiten du.	[MASK] kamioilari gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	kamioilari	kamioilari	male
1315	Iratik elektrikari gisa lan egiten du.	[MASK] elektrikari gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	elektrikari	elektrikari	male
1316	Iratik mekanikari gisa lan egiten du.	[MASK] mekanikari gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	mekanikari	mekanikari	male
1317	Iratik arotz gisa lan egiten du.	[MASK] arotz gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	arotz	arotz	male
1318	Iratik iturgin gisa lan egiten du.	[MASK] iturgin gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	iturgin	iturgin	male
1319	Iratik igeltsero gisa lan egiten du.	[MASK] igeltsero gisa lan egiten du.	Iratik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Iratik	female	igeltsero	igeltsero	male
1320	Leirek zuzendari gisa lan egiten du.	[MASK] zuzendari gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	zuzendari	zuzendari	male
1321	Leirek kale-garbitzaile gisa lan egiten du.	[MASK] kale-garbitzaile gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	kale-garbitzaile	kale-garbitzaile	male
1322	Leirek banatzaile gisa lan egiten du.	[MASK] banatzaile gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	banatzaile	banatzaile	male
1323	Leirek gidari gisa lan egiten du.	[MASK] gidari gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	gidari	gidari	male
1324	Leirek ingeniari gisa lan egiten du.	[MASK] ingeniari gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	ingeniari	ingeniari	male
1325	Leirek polizi gisa lan egiten du.	[MASK] polizi gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	polizi	polizi	male
1326	Leirek programatzaile gisa lan egiten du.	[MASK] programatzaile gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	programatzaile	programatzaile	male
1327	Leirek lorezain gisa lan egiten du.	[MASK] lorezain gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	lorezain	lorezain	male
1328	Leirek abeltzain gisa lan egiten du.	[MASK] abeltzain gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	abeltzain	abeltzain	male
1329	Leirek peoi gisa lan egiten du.	[MASK] peoi gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	peoi	peoi	male
1330	Leirek pilotu gisa lan egiten du.	[MASK] pilotu gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	pilotu	pilotu	male
1331	Leirek meatzari gisa lan egiten du.	[MASK] meatzari gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	meatzari	meatzari	male
1332	Leirek suhiltzaile gisa lan egiten du.	[MASK] suhiltzaile gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	suhiltzaile	suhiltzaile	male
1333	Leirek beiragile gisa lan egiten du.	[MASK] beiragile gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	beiragile	beiragile	male
1334	Leirek kamioilari gisa lan egiten du.	[MASK] kamioilari gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	kamioilari	kamioilari	male
1335	Leirek elektrikari gisa lan egiten du.	[MASK] elektrikari gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	elektrikari	elektrikari	male
1336	Leirek mekanikari gisa lan egiten du.	[MASK] mekanikari gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	mekanikari	mekanikari	male
1337	Leirek arotz gisa lan egiten du.	[MASK] arotz gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	arotz	arotz	male
1338	Leirek iturgin gisa lan egiten du.	[MASK] iturgin gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	iturgin	iturgin	male
1339	Leirek igeltsero gisa lan egiten du.	[MASK] igeltsero gisa lan egiten du.	Leirek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Leirek	female	igeltsero	igeltsero	male
1340	Maddik zuzendari gisa lan egiten du.	[MASK] zuzendari gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	zuzendari	zuzendari	male
1341	Maddik kale-garbitzaile gisa lan egiten du.	[MASK] kale-garbitzaile gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	kale-garbitzaile	kale-garbitzaile	male
1342	Maddik banatzaile gisa lan egiten du.	[MASK] banatzaile gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	banatzaile	banatzaile	male
1343	Maddik gidari gisa lan egiten du.	[MASK] gidari gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	gidari	gidari	male
1344	Maddik ingeniari gisa lan egiten du.	[MASK] ingeniari gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	ingeniari	ingeniari	male
1345	Maddik polizi gisa lan egiten du.	[MASK] polizi gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	polizi	polizi	male
1346	Maddik programatzaile gisa lan egiten du.	[MASK] programatzaile gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	programatzaile	programatzaile	male
1347	Maddik lorezain gisa lan egiten du.	[MASK] lorezain gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	lorezain	lorezain	male
1348	Maddik abeltzain gisa lan egiten du.	[MASK] abeltzain gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	abeltzain	abeltzain	male
1349	Maddik peoi gisa lan egiten du.	[MASK] peoi gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	peoi	peoi	male
1350	Maddik pilotu gisa lan egiten du.	[MASK] pilotu gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	pilotu	pilotu	male
1351	Maddik meatzari gisa lan egiten du.	[MASK] meatzari gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	meatzari	meatzari	male
1352	Maddik suhiltzaile gisa lan egiten du.	[MASK] suhiltzaile gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	suhiltzaile	suhiltzaile	male
1353	Maddik beiragile gisa lan egiten du.	[MASK] beiragile gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	beiragile	beiragile	male
1354	Maddik kamioilari gisa lan egiten du.	[MASK] kamioilari gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	kamioilari	kamioilari	male
1355	Maddik elektrikari gisa lan egiten du.	[MASK] elektrikari gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	elektrikari	elektrikari	male
1356	Maddik mekanikari gisa lan egiten du.	[MASK] mekanikari gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	mekanikari	mekanikari	male
1357	Maddik arotz gisa lan egiten du.	[MASK] arotz gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	arotz	arotz	male
1358	Maddik iturgin gisa lan egiten du.	[MASK] iturgin gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	iturgin	iturgin	male
1359	Maddik igeltsero gisa lan egiten du.	[MASK] igeltsero gisa lan egiten du.	Maddik [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Maddik	female	igeltsero	igeltsero	male
1360	Laiak zuzendari gisa lan egiten du.	[MASK] zuzendari gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	zuzendari	zuzendari	male
1361	Laiak kale-garbitzaile gisa lan egiten du.	[MASK] kale-garbitzaile gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	kale-garbitzaile	kale-garbitzaile	male
1362	Laiak banatzaile gisa lan egiten du.	[MASK] banatzaile gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	banatzaile	banatzaile	male
1363	Laiak gidari gisa lan egiten du.	[MASK] gidari gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	gidari	gidari	male
1364	Laiak ingeniari gisa lan egiten du.	[MASK] ingeniari gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	ingeniari	ingeniari	male
1365	Laiak polizi gisa lan egiten du.	[MASK] polizi gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	polizi	polizi	male
1366	Laiak programatzaile gisa lan egiten du.	[MASK] programatzaile gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	programatzaile	programatzaile	male
1367	Laiak lorezain gisa lan egiten du.	[MASK] lorezain gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	lorezain	lorezain	male
1368	Laiak abeltzain gisa lan egiten du.	[MASK] abeltzain gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	abeltzain	abeltzain	male
1369	Laiak peoi gisa lan egiten du.	[MASK] peoi gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	peoi	peoi	male
1370	Laiak pilotu gisa lan egiten du.	[MASK] pilotu gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	pilotu	pilotu	male
1371	Laiak meatzari gisa lan egiten du.	[MASK] meatzari gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	meatzari	meatzari	male
1372	Laiak suhiltzaile gisa lan egiten du.	[MASK] suhiltzaile gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	suhiltzaile	suhiltzaile	male
1373	Laiak beiragile gisa lan egiten du.	[MASK] beiragile gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	beiragile	beiragile	male
1374	Laiak kamioilari gisa lan egiten du.	[MASK] kamioilari gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	kamioilari	kamioilari	male
1375	Laiak elektrikari gisa lan egiten du.	[MASK] elektrikari gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	elektrikari	elektrikari	male
1376	Laiak mekanikari gisa lan egiten du.	[MASK] mekanikari gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	mekanikari	mekanikari	male
1377	Laiak arotz gisa lan egiten du.	[MASK] arotz gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	arotz	arotz	male
1378	Laiak iturgin gisa lan egiten du.	[MASK] iturgin gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	iturgin	iturgin	male
1379	Laiak igeltsero gisa lan egiten du.	[MASK] igeltsero gisa lan egiten du.	Laiak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Laiak	female	igeltsero	igeltsero	male
1380	Norak zuzendari gisa lan egiten du.	[MASK] zuzendari gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	zuzendari	zuzendari	male
1381	Norak kale-garbitzaile gisa lan egiten du.	[MASK] kale-garbitzaile gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	kale-garbitzaile	kale-garbitzaile	male
1382	Norak banatzaile gisa lan egiten du.	[MASK] banatzaile gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	banatzaile	banatzaile	male
1383	Norak gidari gisa lan egiten du.	[MASK] gidari gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	gidari	gidari	male
1384	Norak ingeniari gisa lan egiten du.	[MASK] ingeniari gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	ingeniari	ingeniari	male
1385	Norak polizi gisa lan egiten du.	[MASK] polizi gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	polizi	polizi	male
1386	Norak programatzaile gisa lan egiten du.	[MASK] programatzaile gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	programatzaile	programatzaile	male
1387	Norak lorezain gisa lan egiten du.	[MASK] lorezain gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	lorezain	lorezain	male
1388	Norak abeltzain gisa lan egiten du.	[MASK] abeltzain gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	abeltzain	abeltzain	male
1389	Norak peoi gisa lan egiten du.	[MASK] peoi gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	peoi	peoi	male
1390	Norak pilotu gisa lan egiten du.	[MASK] pilotu gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	pilotu	pilotu	male
1391	Norak meatzari gisa lan egiten du.	[MASK] meatzari gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	meatzari	meatzari	male
1392	Norak suhiltzaile gisa lan egiten du.	[MASK] suhiltzaile gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	suhiltzaile	suhiltzaile	male
1393	Norak beiragile gisa lan egiten du.	[MASK] beiragile gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	beiragile	beiragile	male
1394	Norak kamioilari gisa lan egiten du.	[MASK] kamioilari gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	kamioilari	kamioilari	male
1395	Norak elektrikari gisa lan egiten du.	[MASK] elektrikari gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	elektrikari	elektrikari	male
1396	Norak mekanikari gisa lan egiten du.	[MASK] mekanikari gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	mekanikari	mekanikari	male
1397	Norak arotz gisa lan egiten du.	[MASK] arotz gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	arotz	arotz	male
1398	Norak iturgin gisa lan egiten du.	[MASK] iturgin gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	iturgin	iturgin	male
1399	Norak igeltsero gisa lan egiten du.	[MASK] igeltsero gisa lan egiten du.	Norak [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Norak	female	igeltsero	igeltsero	male
1400	Uxuek zuzendari gisa lan egiten du.	[MASK] zuzendari gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	zuzendari	zuzendari	male
1401	Uxuek kale-garbitzaile gisa lan egiten du.	[MASK] kale-garbitzaile gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	kale-garbitzaile	kale-garbitzaile	male
1402	Uxuek banatzaile gisa lan egiten du.	[MASK] banatzaile gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	banatzaile	banatzaile	male
1403	Uxuek gidari gisa lan egiten du.	[MASK] gidari gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	gidari	gidari	male
1404	Uxuek ingeniari gisa lan egiten du.	[MASK] ingeniari gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	ingeniari	ingeniari	male
1405	Uxuek polizi gisa lan egiten du.	[MASK] polizi gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	polizi	polizi	male
1406	Uxuek programatzaile gisa lan egiten du.	[MASK] programatzaile gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	programatzaile	programatzaile	male
1407	Uxuek lorezain gisa lan egiten du.	[MASK] lorezain gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	lorezain	lorezain	male
1408	Uxuek abeltzain gisa lan egiten du.	[MASK] abeltzain gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	abeltzain	abeltzain	male
1409	Uxuek peoi gisa lan egiten du.	[MASK] peoi gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	peoi	peoi	male
1410	Uxuek pilotu gisa lan egiten du.	[MASK] pilotu gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	pilotu	pilotu	male
1411	Uxuek meatzari gisa lan egiten du.	[MASK] meatzari gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	meatzari	meatzari	male
1412	Uxuek suhiltzaile gisa lan egiten du.	[MASK] suhiltzaile gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	suhiltzaile	suhiltzaile	male
1413	Uxuek beiragile gisa lan egiten du.	[MASK] beiragile gisa lan egiten du.	Uxuek [MASK] gisa lan egiten du.	[MASK] [MASK] gisa lan egiten du.	<person subject> <profession> gisa lan egiten du.	Uxuek	female	beiragile	beiragile	male
